,Date,CNY,INR,USD,Net,Adjusted
270,2022-01-28,29834.75005423406,238677.48178087268,29834.75005423406,298346.9818893408,True
271,2022-01-31,29610.8437363602,237928.1019322671,29767.31344328845,297306.2591119157,False
272,2022-02-01,29744.004400143585,237955.62530742039,29744.0345527864,297443.66426035034,True
273,2022-02-02,29737.727875291195,237904.47967001045,29738.059958751317,297380.26750405296,True
274,2022-02-03,29564.149309414992,237904.47967001045,29765.90830921436,297234.53728863975,False
275,2022-02-04,29719.081918693177,237755.13873365585,29719.329645725134,297193.5502980742,True
276,2022-02-07,29694.18113786478,237755.13873365585,29719.329645725134,297168.64951724577,False
277,2022-02-08,29768.88348034997,237381.30989916893,29727.29302451552,296877.4864040344,False
278,2022-02-09,29722.194516296724,238128.96756814275,29743.219782096297,297594.38186653575,False
279,2022-02-10,29740.870101918023,237755.13873365585,29787.018365443426,297283.0272010173,False
280,2022-02-11,29736.482936536777,237890.58790605128,29736.482936536777,297363.55377912486,True
281,2022-02-14,29826.23710027112,237890.58790605128,29657.752507792964,297374.5775141154,False
282,2022-02-15,29776.76710352802,238215.50216584763,29776.937770730965,297769.20704010664,True
283,2022-02-16,29686.80708206721,237466.3968131248,29572.36639220302,296725.57028739504,False
284,2022-02-17,29670.54481398186,237364.35851185478,29670.17174413031,296705.07506996696,True
285,2022-02-18,29678.731411699773,237429.68766397622,29678.729783120074,296787.1488587961,True
286,2022-02-22,29619.60477947766,236956.8382358212,29619.219043118752,296195.6620584176,True
287,2022-02-23,29668.955365385358,236956.8382358212,29658.96571386905,296284.7593150756,False
288,2022-02-24,29961.97446921233,236208.1594420271,29662.940380944074,295833.0742921835,False
289,2022-02-25,29801.585065012303,236956.8382358212,29972.964412796366,296731.38771362987,False
290,2022-02-28,29624.966934075495,236998.6930329519,29624.966934075495,296248.62690110295,True
291,2022-03-01,29839.396433133017,236623.69510093774,29707.839493768533,296170.93102783925,False
292,2022-03-02,29637.001271377292,237094.83012133534,29637.001271377292,296368.83266409,True
293,2022-03-03,29758.72629970208,237470.57470155935,29570.53306272117,296799.83406398265,False
294,2022-03-04,30020.43511060037,237470.57470155935,29672.19032301877,297163.20013517846,False
295,2022-03-07,30215.195155920028,237470.57470155935,29879.414738240805,297565.1845957202,False
296,2022-03-08,29775.324574980434,238200.7676888819,29775.324574980434,297751.41683884274,True
297,2022-03-09,29447.693807902615,238200.7676888819,29709.655073452846,297358.1165702374,False
298,2022-03-10,29721.63260368341,237775.29754855458,29721.12877290154,297218.05892513954,True
299,2022-03-11,29905.676821410005,237775.29754855458,29791.40071798393,297472.3750879485,False
300,2022-03-14,29887.574111469687,238527.7510218095,29963.176583740882,298378.50171702006,False
301,2022-03-15,29890.59122979307,239280.2044950644,29861.672663066314,299032.4683879238,False
302,2022-03-16,29910.890329287366,239291.70082188727,29911.123620051225,299113.7147712259,True
303,2022-03-17,29815.14507594984,238521.49618511982,29815.181759070787,298151.82302014047,True
304,2022-03-18,29820.30600768938,238562.3457458113,29820.25400940587,298202.90576290654,True
305,2022-03-21,29864.87858626322,238919.02869010565,29864.73767731578,298648.64495368465,True
306,2022-03-22,29861.84661889406,238543.36983996394,30006.29535425895,298411.51181311696,False
307,2022-03-23,29901.262194693187,239294.6875402473,29923.720042708766,299119.6697776492,False
308,2022-03-24,29952.805639968974,239294.6875402473,30100.667138887726,299348.16031910403,False
309,2022-03-25,29958.8695747073,239294.6875402473,30010.227511951813,299263.78462690645,False
310,2022-03-28,30043.764661043886,239294.6875402473,29994.49888118035,299332.9510824716,False
311,2022-03-29,29834.558912571585,239294.6875402473,29896.194938858705,299025.4413916776,False
312,2022-03-30,29649.60890305259,238919.02869010568,29754.637261915537,298323.27485507383,False
313,2022-03-31,29816.795427848145,238534.55426497155,29816.819283121455,298168.16897594114,True
314,2022-04-01,29913.849385094723,238158.90929762513,29848.275771881177,297921.034454601,False
315,2022-04-04,30023.035086997126,238910.199232318,29879.7322606409,298812.966579956,False
316,2022-04-05,29875.801239998276,239006.16954359616,29875.310036954175,298757.2808205486,True
317,2022-04-06,29914.846722668422,239006.16954359613,29863.43590736874,298784.45217363327,False
318,2022-04-07,29902.740681339466,239221.38639806645,29902.740681339466,299026.8677607454,True
319,2022-04-08,29917.729523786253,239221.38639806645,29886.992035819334,299026.10795767204,False
320,2022-04-11,29906.90161094138,239255.12837416117,29906.86170486392,299068.89168996643,True
321,2022-04-12,30014.641874925554,239631.31568292557,29875.347625090617,299521.3051829417,False
322,2022-04-13,29891.93768538802,239255.12837416117,29997.464684212166,299144.53074376134,False
323,2022-04-14,29964.058281748043,239712.26350435434,29964.058281748043,299640.3800678504,True
324,2022-04-18,29986.04399726057,239887.91203203838,29986.04399726057,299860.0000265595,True
325,2022-04-19,30039.60113081392,239887.91203203838,29966.401625979775,299893.9147888321,False
326,2022-04-20,29870.003541228303,240641.0922895958,30033.18568833448,300544.28151915857,False
327,2022-04-21,29926.536071090177,241770.86267593192,29966.401625979775,301663.80037300184,False
328,2022-04-22,30116.96143483543,242900.63306226805,29970.33010023594,302987.9245973394,False
329,2022-04-25,30274.657439186973,244783.5837061616,30037.11416259063,305095.35530793923,False
330,2022-04-26,30438.30423615555,247043.12447883387,30064.61348238375,307546.0421973731,False
331,2022-04-27,30631.704996209326,247043.12447883387,30166.753813043884,307841.58328808704,False
332,2022-04-28,30831.056548880137,247043.12447883387,30041.042636846796,307915.22366456076,False
333,2022-04-29,30634.680392517843,249679.25538028483,30088.184327920702,310402.1201007234,False
334,2022-05-02,30866.76130458237,248926.07512272743,30060.685008127588,309853.5214354374,False
335,2022-05-03,30786.425604252345,248926.07512272743,30060.685008127588,309773.18573510734,False
