,Date,Govt,ESG,Shariah,Net,Adjusted
577,2023-04-20,25693.95280003145,25675.73044412436,206079.78540075294,257449.46864490875,False
578,2023-04-21,25732.695621016108,25733.076959286238,205865.23448937983,257331.00706968218,True
579,2023-04-24,25770.94254834731,25770.884719929334,206167.07179529188,257708.8990635685,True
580,2023-04-25,26149.891044219978,25340.68243670161,206511.64071751243,258002.21419843403,False
581,2023-04-26,25704.60914704226,25703.44223333275,205636.873176338,257044.92455671303,True
582,2023-04-27,25449.5549077265,26252.622610297127,205407.4957383276,257109.6732563512,False
583,2023-04-28,25880.09678182482,25880.146940861407,207039.67276341195,258799.91648609817,True
584,2023-05-01,25070.584079556582,25903.591757476388,205774.43031874666,256748.60615577962,False
585,2023-05-02,25807.45973580791,25807.152654330694,206461.9244299291,258076.53682006767,True
586,2023-05-03,25818.45859237579,25818.053499510217,206547.66873900624,258184.18083089223,True
587,2023-05-04,25563.40749140679,25627.580251790485,207236.54367643487,258427.53141963214,False
588,2023-05-05,25478.39045775046,26100.78722659419,206662.48122857767,258241.6589129223,False
589,2023-05-08,25121.31891639387,26082.930359620466,206088.41878072053,257292.66805673487,False
590,2023-05-09,25031.443766528602,25963.884579795635,206432.85624943484,257428.18459575908,False
591,2023-05-10,25274.349576975266,26056.14505915988,207121.7311868634,258452.22582299856,False
592,2023-05-11,25860.13252455764,25860.930486815203,206887.44389452154,258608.50690589438,True
593,2023-05-12,25839.60760339614,25840.098269307586,206720.7861544606,258400.49202716432,True
594,2023-05-15,25571.9680502009,25926.024522009106,206033.24473709546,257531.23730930546,False
595,2023-05-16,25743.736795230063,25744.213692041736,205954.8755237595,257442.82601103128,True
596,2023-05-17,25711.531247305957,25711.638607737335,205692.33352125308,257115.50337629637,True
597,2023-05-18,25521.03832716604,25995.79366583811,205004.7825456946,256521.61453869875,False
598,2023-05-19,25616.690997197915,25617.38259278684,204938.93864358938,256173.01223357412,True
599,2023-05-22,25525.474293350326,25634.738543052954,204480.46227078495,255640.67510718823,False
600,2023-05-23,25576.8746671567,25576.296523817582,204614.9973372535,255768.16852822778,True
601,2023-05-24,25450.29407393114,25296.072320863175,204729.49929435324,255475.86568914755,False
602,2023-05-25,25387.003777318358,25585.053530159905,203469.977766256,254442.03507373424,False
603,2023-05-26,25592.064338343767,25923.657775396478,203469.977766256,254985.69987999625,False
604,2023-05-30,25555.2789526356,25555.2789526356,204440.66073354462,255551.2186388158,True
605,2023-05-31,25778.042892575322,25362.245842170367,205129.78655624195,256270.07529098762,False
606,2023-06-01,25632.64412621325,25632.601996914636,205060.75057373312,256325.996696861,True
607,2023-06-02,25351.758867654084,26070.815415374993,204945.8062068196,256368.38048984867,False
608,2023-06-05,25304.5303728521,25995.857856954142,204600.97310607904,255901.36133588527,False
609,2023-06-06,25453.672988016264,26079.46436442355,204830.86183990605,256363.99919234586,False
610,2023-06-07,25075.845029600394,25912.25134948473,204715.91747299253,255704.01385207765,False
611,2023-06-08,25369.15883942324,26016.038738067447,204715.91747299253,256101.1150504832,False
612,2023-06-09,25334.358895884932,26065.049449342623,203796.36253768433,255195.77088291186,False
613,2023-06-12,25408.930203467015,26310.103005718476,204371.08437225196,256090.11758143746,False
614,2023-06-13,25157.87346794068,26558.03954511052,203566.47380385728,255282.3868169085,False
615,2023-06-14,25359.21599841229,26563.805511142895,203796.36253768433,255719.3840472395,False
616,2023-06-15,25734.015475909357,25734.344091617186,205872.14463678433,257340.50420431088,True
617,2023-06-16,25634.077551731065,25657.146573450773,205525.55853470217,256816.78265988402,False
618,2023-06-20,25661.423414602017,25661.040759488424,205291.38731681605,256613.8514909065,True
619,2023-06-21,25723.52152566242,25475.211778631772,205291.38731681605,256490.12062111025,False
620,2023-06-22,25597.999962870937,25598.24540231958,204787.7060307335,255983.95139592403,True
621,2023-06-23,25853.204341349367,25392.301701539876,205249.19945277457,256494.7054956638,False
622,2023-06-26,25682.938528124192,25682.11504525198,205463.50822499345,256828.56179836963,True
623,2023-06-27,25615.90069553918,26011.951209938532,204425.81373900865,256053.66564448638,False
624,2023-06-28,25625.00207449179,25625.00207449179,204998.87005429692,256248.8742032805,True
625,2023-06-29,25544.80267329271,25545.760198756467,204366.08159005165,255456.6444621008,True
626,2023-06-30,25626.182771468342,25626.182771468342,205008.43167007397,256260.79721301066,True
627,2023-07-03,25598.108732260196,25598.57464782022,204788.59718256167,255985.2805626421,True
628,2023-07-05,25354.866515662507,25535.833043291248,204326.05941365697,255216.75897261073,False
629,2023-07-06,25442.748820294135,25443.62661110589,203550.9368631749,254437.31229457492,True
630,2023-07-07,25289.602258374227,25402.553171677715,203320.28424349992,254012.43967355185,False
631,2023-07-10,25419.107320520736,25419.348581057602,203354.70244136147,254193.1583429398,True
632,2023-07-11,25462.714251843707,25462.714251843707,203701.1352123747,254626.5637160621,True
633,2023-07-12,25602.613287625376,25602.613287625376,204820.41671614366,256025.6432913944,True
634,2023-07-13,25722.08005755125,25722.08005755125,205775.98411865864,257220.14423376115,True
635,2023-07-14,25585.980697193863,25586.019195219116,204687.97988365553,255859.9797760685,True
636,2023-07-17,25598.61075973567,25685.272991635884,204919.52737221168,256203.41112358324,False
637,2023-07-18,25722.32994790924,25722.34878976232,205778.37902411743,257223.05776178898,True
638,2023-07-19,26012.90636677069,25815.61328863745,205546.64661530644,257375.16627071457,False
639,2023-07-20,25697.062433225634,25583.784391433546,205778.37902411743,257059.2258487766,False
640,2023-07-21,25704.642687630716,25621.090190983603,205662.51281971193,256988.24569832627,False
641,2023-07-24,25611.15288330138,25719.684089794457,205430.780410901,256761.61738399684,False
642,2023-07-25,25563.14460540253,25836.930888380342,205546.64661530644,256946.7221090893,False
643,2023-07-26,25696.395556774707,25696.666022383728,205573.26151685027,256966.3230960087,True
644,2023-07-27,25196.52492137581,25458.095778726365,204877.97427383953,255532.5949739417,False
645,2023-07-28,25633.783200871425,25634.55427169147,205076.43417353168,256344.77164609457,True
646,2023-07-31,25646.992065722512,25646.992065722512,205175.6879253718,256469.67205681684,True
647,2023-08-01,25157.37932363825,25538.710047939112,204249.38685121664,254945.476222794,False
648,2023-08-02,24888.22048636681,25195.376820821006,205291.47555964123,255375.07286682905,False
649,2023-08-03,24314.014966854375,25100.29992715753,203438.87341133086,252853.18830534277,False
650,2023-08-04,24744.669106488695,24962.966636310284,205059.90029110244,254767.53603390142,False
651,2023-08-07,24501.14444419548,25161.043498109193,204828.32502256366,254490.51296486834,False
652,2023-08-08,24785.68378645387,25036.915331381875,205059.90029110244,254882.4994089382,False
653,2023-08-09,24913.854661345038,24865.24871782283,204596.74975402484,254375.8531331927,False
654,2023-08-10,25397.501183189266,25398.483651647508,203197.91890514301,253993.90373997978,True
655,2023-08-11,25339.048936507585,25374.23560318407,202392.94695701852,253106.23149671016,False
656,2023-08-14,25283.253610129617,25479.310479858963,202162.95497184002,252925.5190618286,False
657,2023-08-15,25129.152232514287,25223.35885718935,201817.96699407243,252170.47808377608,False
658,2023-08-16,24932.54013003955,25029.374469481845,202047.95897925086,252009.87357877224,False
659,2023-08-17,24826.263317891044,24832.695854167298,202277.95096442927,251936.91013648763,False
660,2023-08-18,24913.941687913564,24832.695854167298,201702.9710014832,251449.60854356407,False
661,2023-08-21,24581.82664994948,24962.018779305632,201242.98703112634,250786.83246038144,False
662,2023-08-22,24770.46799151308,24891.968861522368,201702.9710014832,251365.40785451865,False
663,2023-08-23,25285.858412721893,25285.634947895745,202286.84502486346,252858.3383854811,True
664,2023-08-24,25250.050068926193,25249.709511796525,202003.02405048598,252502.7836312087,True
665,2023-08-25,25265.630259132762,25265.630259132762,202124.4504618801,252655.7109801456,True
666,2023-08-28,24917.07440430127,24917.07440430127,199334.37356374637,249168.5223723489,True
667,2023-08-29,25385.014639249253,25385.338186862005,203084.30796632968,253854.66079244093,True
668,2023-08-30,25404.645834443076,25404.7610223896,203237.9919333673,254047.39879019998,True
669,2023-08-31,25426.558540689723,25426.477506865253,203412.32042611326,254265.35647366825,True
670,2023-09-01,24955.598898845405,25487.71404955194,203297.00731929572,253740.32026769308,False
671,2023-09-05,24605.667991776725,25349.26621391247,202951.06799884318,252906.0022045324,False
672,2023-09-06,24666.182359164544,25194.8436280069,202374.50246475555,252235.528451927,False
673,2023-09-07,24734.589904907294,25085.682834521926,202259.189357938,252079.4620973672,False
674,2023-09-08,24829.308045166486,25083.020376144246,202374.50246475555,252286.83088606628,False
675,2023-09-11,24650.396002454676,25237.442962049812,202259.189357938,252147.0283224425,False
676,2023-09-12,24792.473212843466,25069.70808425583,201797.93693066793,251660.11822776723,False
677,2023-09-13,24787.211093940175,25040.42104210133,202835.75489202564,252663.38702806714,False
678,2023-09-14,25219.163190061965,25220.693218614542,201765.54574891625,252205.40215759276,True
679,2023-09-15,25065.47001120667,24919.876421727968,201765.54574891625,251750.89218185088,False
680,2023-09-18,25156.221198340758,25155.663961084665,201249.76958672598,251561.6547461514,True
681,2023-09-19,25141.138230669712,25141.412818150715,201132.52388745945,251415.07493627988,True
682,2023-09-20,25219.704287640554,24934.099818900595,200673.57916666658,250827.38327320773,False
683,2023-09-21,24916.41159002296,24916.232740805823,199338.18964880492,249170.8339796337,True
684,2023-09-22,24920.778973012304,24920.644479402938,199365.87615261713,249207.29960503237,True
685,2023-09-25,24307.503760398526,25000.21931863468,199594.63791527072,248902.36099430395,False
686,2023-09-26,24223.008064438407,24555.697802926326,199137.11438996354,247915.82025732828,False
687,2023-09-27,24097.627354304033,24588.625322608426,198679.59086465632,247365.84354156879,False
688,2023-09-28,24171.220379817685,24747.775001071914,198908.35262730994,247827.34800819954,False
689,2023-09-29,24173.9460474293,24687.407881654726,198908.35262730994,247769.70655639397,False
690,2023-10-02,23694.228547784747,24594.113242555446,198222.06733934907,246510.40912968927,False
691,2023-10-03,23184.528704412405,24248.374285893395,197878.9246953687,245311.8276856745,False
692,2023-10-04,23511.608817806424,24481.610883641602,197535.7820513883,245529.0017528363,False
693,2023-10-05,23394.4051105069,24380.08436462179,197764.54381404188,245539.0332891706,False
694,2023-10-06,23110.935678898757,24684.66392168122,198565.2099833295,246360.80958390946,False
695,2023-10-09,24635.149059202657,24637.608182912398,197100.8654632991,246373.62270541413,True
696,2023-10-10,24694.80417110008,24695.03891307675,197560.30200718623,246950.14509136305,True
697,2023-10-11,24837.187775788054,24837.10350275033,198696.653568881,248370.9448474194,True
698,2023-10-12,24687.726332790273,24688.819560900745,197512.3167132949,246888.8626069859,True
699,2023-10-13,25129.449332122178,24555.351758773195,198194.96296921646,247879.76406011183,False
700,2023-10-16,24581.899590918172,24581.899590918172,196654.21134821765,245818.010530054,True
701,2023-10-17,24310.98538428972,24611.5585681585,196084.19914141123,245006.74309385946,False
702,2023-10-18,24474.52434324009,24474.859830074365,195803.75729465878,244753.14146797324,True
703,2023-10-19,24363.99171260548,24364.591259494868,194919.7592392672,243648.34221136756,True
704,2023-10-20,24345.510611083748,24344.729840373497,194764.0848886699,243454.32534012714,True
705,2023-10-23,24358.082181678943,24357.917048378193,194864.12326876112,243580.12249881827,True
706,2023-10-24,24679.039817263743,24474.82168967997,195997.71328195924,245151.57478890294,False
707,2023-10-25,24129.652873469942,24096.27332736944,194183.9692608422,242409.8954616816,False
